ID da Venda,Data da Venda,Produto,Categoria,Preço Unitário,Quantidade Vendida,Desconto,Valor Total,Localização,Forma de Pagamento,id_registro,flag_quantidade_invalida
1212,2023-02-21 05:41:01.641094062,Livro G,Livros,60.0,4,0.02,235.2,Belo Horizonte,Cartão de Crédito,212,False
1213,2023-02-21 11:30:42.028018679,Calça E,Roupas,120.0,3,0.07,334.8,São Paulo,Cartão de Débito,213,False
1214,2023-02-21 17:20:22.414943295,Livro G,Livros,60.0,1,0.06,56.4,Salvador,Pix,214,False
1215,2023-02-21 23:10:02.801867912,Fone C,Eletrônicos,1626.54,2,0.08,2992.83,Curitiba,Pix,215,False
1216,2023-02-22 04:59:43.188792528,Calça E,Roupas,120.0,3,0.04,345.6,São Paulo,Cartão de Débito,216,False
1217,2023-02-22 10:49:23.575717145,Camisa D,Roupas,80.0,3,0.07,223.2,São Paulo,Cartão de Débito,217,False
1218,2023-02-22 16:39:03.962641761,Calça E,Roupas,120.0,2,0.01,237.6,Belo Horizonte,Cartão de Débito,218,False
1219,2023-02-22 22:28:44.349566377,Curso Online H,Educação,500.0,1,0.11,445.0,Belo Horizonte,Cartão de Crédito,219,False
1220,2023-02-23 04:18:24.736490994,Livro G,Moda,60.0,6,0.1,324.0,Curitiba,Pix,220,False
1221,2023-02-23 10:08:05.123415610,Fone C,Eletrônicos,1626.54,3,0.1,4391.66,São Paulo,Cartão de Crédito,221,False
1222,2023-02-23 15:57:45.510340227,Fone C,Eletrônicos,1626.54,2,0.09,2960.3,São Paulo,Cartão de Crédito,222,False
1223,2023-02-23 21:47:25.897264843,Tênis F,Roupas,250.0,3,0.02,735.0,Rio De Janeiro,Cartão de Débito,223,False
9484,2023-02-24 03:37:06.284189459,Camisa D,Roupas,80.0,1,0.09,72.8,Belo Horizonte,Pix,224,False
1225,2023-02-24 09:26:46.671114076,Notebook B,Eletrônicos,3500.0,3,0.07,9765.0,São Paulo,Cartão de Crédito,225,False
1226,2023-02-24 15:16:27.058038692,Notebook B,Eletrônicos,3500.0,2,0.09,6370.0,Rio De Janeiro,Cartão de Crédito,226,False
1227,2023-02-24 21:06:07.444963309,Calça E,Roupas,120.0,4,0.01,475.2,Rio De Janeiro,Cartão de Crédito,227,False
1228,2023-02-25 02:55:47.831887925,Tênis F,Roupas,250.0,5,0.03,1212.5,Belo Horizonte,Cartão de Crédito,228,False
1229,2023-02-25 08:45:28.218812542,Smartphone A,Eletrônicos,1200.0,3,0.04,3456.0,São Paulo,Cartão de Débito,229,False
1230,2023-02-25 14:35:08.605737158,Calça E,Roupas,120.0,1,0.1,108.0,Rio De Janeiro,Cartão de Crédito,230,False
1231,2023-02-25 20:24:48.992661774,Tênis F,Roupas,250.0,3,0.15,637.5,Curitiba,Pix,231,False
1232,2023-02-26 02:14:29.379586391,Camisa D,Roupas,80.0,3,0.07,223.2,Salvador,Pix,232,False
9484,2023-02-26 08:04:09.766511007,Camisa D,Roupas,80.0,4,0.04,307.2,São Paulo,Pix,233,False
1234,2023-02-26 13:53:50.153435624,Camisa D,Roupas,80.0,6,0.03,465.6,São Paulo,Cartão de Débito,234,False
1235,2023-02-26 19:43:30.540360240,Camisa D,Roupas,80.0,3,0.03,232.8,Salvador,Cartão de Crédito,235,False
1236,2023-02-27 01:33:10.927284856,Camisa D,Roupas,80.0,4,0.03,310.4,Rio De Janeiro,Cartão de Crédito,236,False
1237,2023-02-27 07:22:51.314209473,Tênis F,Roupas,250.0,4,0.05,950.0,Belo Horizonte,Cartão de Débito,237,False
1238,2023-02-27 13:12:31.701134089,Tênis F,Roupas,250.0,3,0.04,720.0,Belo Horizonte,Cartão de Crédito,238,False
1239,2023-02-27 19:02:12.088058706,Fone C,Eletrônicos,1626.54,6,0.05,9271.28,São Paulo,Pix,239,False
1240,2023-02-28 00:51:52.474983322,Curso Online H,Educação,500.0,3,0.04,1440.0,Belo Horizonte,Cartão de Crédito,240,False
1241,2023-02-28 06:41:32.861907938,Notebook B,Eletrônicos,3500.0,6,0.01,20790.0,Belo Horizonte,Cartão de Crédito,241,False
1242,2023-02-28 12:31:13.248832555,Livro G,Livros,60.0,1,0.08,55.2,Rio De Janeiro,Cartão de Crédito,242,False
1243,2023-02-28 18:20:53.635757171,Camisa D,Roupas,80.0,2,0.08,147.2,São Paulo,Cartão de Crédito,243,False
1244,2023-03-01 00:10:34.022681788,Smartphone A,Eletrônicos,1200.0,2,0.05,2280.0,Salvador,Boleto,244,False
1245,2023-03-01 06:00:14.409606404,Livro G,Livros,60.0,3,0.08,165.6,Rio De Janeiro,Cartão de Crédito,245,False
1246,2023-03-01 11:49:54.796531020,Tênis F,Roupas,250.0,2,0.02,490.0,Belo Horizonte,Pix,246,False
1247,2023-03-01 17:39:35.183455637,Smartphone A,Eletrônicos,1200.0,2,0.12,2112.0,Curitiba,Cartão de Débito,247,False
1248,2023-03-01 23:29:15.570380253,Smartphone A,Eletrônicos,1200.0,1,0.09,1092.0,Rio De Janeiro,Pix,248,False
1249,2023-03-02 05:18:55.957304870,Smartphone A,Eletrônicos,1200.0,4,0.05,4560.0,Curitiba,Cartão de Débito,249,False
1250,2023-03-02 11:08:36.344229486,Fone C,Eletrônicos,1626.54,4,0.03,6310.98,Salvador,Boleto,250,False
1251,2023-03-02 16:58:16.731154103,Tênis F,Roupas,250.0,1,0.1,225.0,Rio De Janeiro,Cartão de Crédito,251,False
1252,2023-03-02 22:47:57.118078719,Smartphone A,Eletrônicos,1200.0,2,0.02,2352.0,Rio De Janeiro,Cartão de Débito,252,False
1253,2023-03-03 04:37:37.505003335,Camisa D,Roupas,80.0,3,0.06,225.6,Salvador,Cartão de Crédito,253,False
1254,2023-03-03 10:27:17.891927952,Calça E,Roupas,120.0,6,0.02,705.6,São Paulo,Cartão de Crédito,254,False
1255,2023-03-03 16:16:58.278852568,Smartphone A,Eletrônicos,1200.0,2,0.11,2136.0,São Paulo,Cartão de Débito,255,False
1256,2023-03-03 22:06:38.665777185,Fone C,Eletrônicos,1626.54,4,0.01,6441.1,Salvador,Cartão de Débito,256,False
1257,2023-03-04 03:56:19.052701801,Livro G,Livros,60.0,1,0.06,56.4,Curitiba,Cartão de Crédito,257,False
1258,2023-03-04 09:45:59.439626417,Tênis F,Roupas,250.0,3,0.03,727.5,Salvador,Cartão de Crédito,258,False
1259,2023-03-04 15:35:39.826551034,Curso Online H,Educação,500.0,2,0.08,920.0,São Paulo,Pix,259,False
1260,2023-03-04 21:25:20.213475650,Fone C,Eletrônicos,1626.54,2,0.04,3122.96,São Paulo,Cartão de Débito,260,False
1261,2023-03-05 03:15:00.600400267,Smartphone A,Eletrônicos,1200.0,3,0.06,3384.0,São Paulo,Cartão de Crédito,261,False
1262,2023-03-05 09:04:40.987324883,Tênis F,Roupas,250.0,3,0.07,697.5,Belo Horizonte,Boleto,262,False
1263,2023-03-05 14:54:21.374249499,Calça E,Roupas,120.0,2,0.06,225.6,Belo Horizonte,Boleto,263,False
1264,2023-03-05 20:44:01.761174116,Smartphone A,Eletrônicos,1200.0,2,0.04,2304.0,Rio De Janeiro,Pix,264,False
1265,2023-03-06 02:33:42.148098732,Fone C,Eletrônicos,1626.54,2,0.08,2992.83,São Paulo,Pix,265,False
1266,2023-03-06 08:23:22.535023349,Notebook B,Eletrônicos,3500.0,2,0.08,6440.0,Belo Horizonte,Cartão de Crédito,266,False
1267,2023-03-06 14:13:02.921947965,Camisa D,Roupas,80.0,4,0.05,304.0,Rio De Janeiro,Boleto,267,False
1268,2023-03-06 20:02:43.308872582,Curso Online H,Educação,500.0,3,0.06,1410.0,São Paulo,Cartão de Crédito,268,False
1269,2023-03-07 01:52:23.695797198,Livro G,Livros,60.0,6,0.03,349.2,Salvador,Cartão de Crédito,269,False
1270,2023-03-07 07:42:04.082721814,Fone C,Educação,1626.54,2,0.06,3057.9,São Paulo,Pix,270,False
1271,2023-03-07 13:31:44.469646431,Tênis F,Roupas,250.0,4,0.04,960.0,Belo Horizonte,Cartão de Crédito,271,False
1272,2023-03-07 19:21:24.856571047,Curso Online H,Educação,500.0,3,0.04,1440.0,Curitiba,Cartão de Débito,272,False
1273,2023-03-08 01:11:05.243495664,Curso Online H,Educação,500.0,4,0.05,1900.0,Rio De Janeiro,Cartão de Crédito,273,False
1274,2023-03-08 07:00:45.630420280,Curso Online H,Educação,500.0,4,0.03,1940.0,São Paulo,Cartão de Débito,274,False
1275,2023-03-08 12:50:26.017344896,Smartphone A,Eletrônicos,1200.0,4,0.11,4272.0,São Paulo,Cartão de Débito,275,False
1276,2023-03-08 18:40:06.404269513,Camisa D,Roupas,80.0,1,0.02,78.4,Curitiba,Cartão de Crédito,276,False
1277,2023-03-09 00:29:46.791194129,Smartphone A,Eletrônicos,1200.0,4,0.09,4368.0,São Paulo,Cartão de Crédito,277,False
1278,2023-03-09 06:19:27.178118746,Tênis F,Roupas,250.0,3,0.02,735.0,Belo Horizonte,Cartão de Débito,278,False
1279,2023-03-09 12:09:07.565043362,Smartphone A,Eletrônicos,1200.0,2,0.13,2088.0,Salvador,Cartão de Débito,279,False
1280,2023-03-09 17:58:47.951967978,Notebook B,Eletrônicos,3500.0,3,0.02,10290.0,Salvador,Cartão de Crédito,280,False
1281,2023-03-09 23:48:28.338892595,Camisa D,Roupas,80.0,4,0.03,310.4,Rio De Janeiro,Boleto,281,False
1282,2023-03-10 05:38:08.725817211,Camisa D,Roupas,80.0,1,0.13,69.6,Curitiba,Cartão de Crédito,282,False
1283,2023-03-10 11:27:49.112741828,Tênis F,Roupas,250.0,3,0.17,622.5,Salvador,Pix,283,False
1284,2023-03-10 17:17:29.499666444,Livro G,Livros,60.0,1,0.07,55.8,Rio De Janeiro,Cartão de Crédito,284,False
1285,2023-03-10 23:07:09.886591060,Notebook B,Eletrônicos,3500.0,1,0.09,3185.0,São Paulo,Cartão de Crédito,285,False
1286,2023-03-11 04:56:50.273515677,Fone C,Eletrônicos,1626.54,3,0.07,4538.05,São Paulo,Cartão de Crédito,286,False
1287,2023-03-11 10:46:30.660440293,Smartphone A,Eletrônicos,1200.0,2,0.03,2328.0,São Paulo,Cartão de Crédito,287,False
1288,2023-03-11 16:36:11.047364910,Calça E,Roupas,120.0,1,0.06,112.8,Curitiba,Cartão de Crédito,288,False
1289,2023-03-11 22:25:51.434289526,Smartphone A,Eletrônicos,1200.0,2,0.07,2232.0,Rio De Janeiro,Cartão de Crédito,289,False
1290,2023-03-12 04:15:31.821214143,Curso Online H,Educação,500.0,3,0.01,1485.0,Curitiba,Cartão de Crédito,290,False
1291,2023-03-12 10:05:12.208138759,Smartphone A,Eletrônicos,1200.0,4,0.08,4416.0,Curitiba,Cartão de Crédito,291,False
1292,2023-03-12 15:54:52.595063375,Fone C,Eletrônicos,1626.54,5,0.02,7970.05,Belo Horizonte,Cartão de Débito,292,False
1293,2023-03-12 21:44:32.981987992,Smartphone A,Eletrônicos,1200.0,3,0.02,3528.0,Belo Horizonte,Boleto,293,False
1294,2023-03-13 03:34:13.368912608,Notebook B,Eletrônicos,3500.0,3,0.03,10185.0,São Paulo,Cartão de Crédito,294,False
1295,2023-03-13 09:23:53.755837225,Notebook B,Eletrônicos,3500.0,3,0.1,9450.0,Curitiba,Pix,295,False
1296,2023-03-13 15:13:34.142761841,Camisa D,Roupas,80.0,1,0.04,76.8,Rio De Janeiro,Pix,296,False
1297,2023-03-13 21:03:14.529686457,Tênis F,Roupas,250.0,3,0.09,682.5,Rio De Janeiro,Cartão de Débito,297,False
1298,2023-03-14 02:52:54.916611074,Livro G,Livros,60.0,4,0.08,220.8,São Paulo,Pix,298,False
1299,2023-03-14 08:42:35.303535690,Calça E,Roupas,120.0,2,0.12,211.2,Salvador,Boleto,299,False
1300,2023-03-14 14:32:15.690460307,Curso Online H,Educação,500.0,7,0.04,3360.0,Salvador,Cartão de Crédito,300,False
1301,2023-03-14 20:21:56.077384923,Smartphone A,Eletrônicos,1200.0,2,0.05,2280.0,Rio De Janeiro,Pix,301,False
1302,2023-03-15 02:11:36.464309539,Smartphone A,Eletrônicos,1200.0,4,0.03,4656.0,Rio De Janeiro,Pix,302,False
1303,2023-03-15 08:01:16.851234156,Fone C,Eletrônicos,1626.54,2,0.02,3188.02,Belo Horizonte,Cartão de Crédito,303,False
1304,2023-03-15 13:50:57.238158772,Tênis F,Roupas,250.0,2,0.12,440.0,São Paulo,Cartão de Crédito,304,False
1305,2023-03-15 19:40:37.625083389,Notebook B,Eletrodomésticos,3500.0,4,0.06,13160.0,São Paulo,Boleto,305,False
1306,2023-03-16 01:30:18.012008005,Calça E,Roupas,120.0,4,0.03,465.6,Belo Horizonte,Pix,306,False
1307,2023-03-16 07:19:58.398932622,Camisa D,Roupas,80.0,4,0.03,310.4,São Paulo,Cartão de Crédito,307,False
1308,2023-03-16 13:09:38.785857238,Notebook B,Eletrônicos,3500.0,2,0.05,6650.0,Rio De Janeiro,Cartão de Crédito,308,False
1309,2023-03-16 18:59:19.172781854,Curso Online H,Eletrônicos,500.0,7,0.12,3080.0,Rio De Janeiro,Boleto,309,False
1310,2023-03-17 00:48:59.559706471,Tênis F,Roupas,250.0,1,0.12,220.0,Rio De Janeiro,Cartão de Crédito,310,False
1311,2023-03-17 06:38:39.946631087,Curso Online H,Educação,500.0,2,0.13,870.0,São Paulo,Pix,311,False
1312,2023-03-17 12:28:20.333555704,Livro G,Livros,60.0,5,0.1,270.0,Rio De Janeiro,Cartão de Crédito,312,False
1313,2023-03-17 18:18:00.720480320,Camisa D,Roupas,80.0,1,0.06,75.2,São Paulo,Cartão de Crédito,313,False
1314,2023-03-18 00:07:41.107404936,Livro G,Moda,60.0,6,0.12,316.8,Rio De Janeiro,Cartão de Crédito,314,False
1315,2023-03-18 05:57:21.494329553,Fone C,Eletrônicos,1626.54,0,0.08,4489.25,Belo Horizonte,Cartão de Crédito,315,True
1316,2023-03-18 11:47:01.881254169,Curso Online H,Educação,500.0,2,0.12,880.0,Salvador,Cartão de Crédito,316,False
1317,2023-03-18 17:36:42.268178786,Fone C,Eletrônicos,1626.54,1,0.11,1447.62,São Paulo,Cartão de Débito,317,False
1318,2023-03-18 23:26:22.655103402,Smartphone A,Eletrônicos,1200.0,1,0.03,1164.0,Curitiba,Cartão de Débito,318,False
1319,2023-03-19 05:16:03.042028018,Livro G,Livros,60.0,5,0.11,267.0,São Paulo,Cartão de Crédito,319,False
1320,2023-03-19 11:05:43.428952635,Tênis F,Roupas,250.0,3,0.17,622.5,Rio De Janeiro,Pix,320,False
1321,2023-03-19 16:55:23.815877251,Curso Online H,Educação,500.0,3,0.03,1455.0,Rio De Janeiro,Cartão de Débito,321,False
1322,2023-03-19 22:45:04.202801868,Calça E,Roupas,120.0,2,0.03,232.8,Rio De Janeiro,Cartão de Crédito,322,False
1323,2023-03-20 04:34:44.589726484,Camisa D,Roupas,80.0,1,0.08,73.6,Belo Horizonte,Cartão de Crédito,323,False
1324,2023-03-20 10:24:24.976651100,Notebook B,Eletrônicos,3500.0,3,0.02,10290.0,Rio De Janeiro,Cartão de Crédito,324,False
1325,2023-03-20 16:14:05.363575717,Tênis F,Roupas,250.0,2,0.1,450.0,São Paulo,Boleto,325,False
1326,2023-03-20 22:03:45.750500333,Tênis F,Roupas,250.0,4,0.03,970.0,Curitiba,Pix,326,False
1327,2023-03-21 03:53:26.137424950,Fone C,Eletrônicos,1626.54,1,0.1,1463.89,São Paulo,Cartão de Crédito,327,False
1328,2023-03-21 09:43:06.524349566,Livro G,Livros,60.0,2,0.08,110.4,São Paulo,Pix,328,False
1329,2023-03-21 15:32:46.911274183,Curso Online H,Educação,500.0,2,0.05,950.0,São Paulo,Cartão de Crédito,329,False
1330,2023-03-21 21:22:27.298198799,Curso Online H,Educação,500.0,5,0.11,2225.0,São Paulo,Cartão de Crédito,330,False
1331,2023-03-22 03:12:07.685123415,Smartphone A,Eletrônicos,1200.0,4,0.06,4512.0,Rio De Janeiro,Cartão de Débito,331,False
1332,2023-03-22 09:01:48.072048032,Smartphone A,Eletrônicos,1200.0,3,0.12,3168.0,Rio De Janeiro,Pix,332,False
1333,2023-03-22 14:51:28.458972648,Camisa D,Roupas,80.0,3,0.06,225.6,São Paulo,Cartão de Crédito,333,False
1334,2023-03-22 20:41:08.845897265,Fone C,Eletrônicos,1626.54,3,0.05,4635.64,São Paulo,Pix,334,False
1335,2023-03-23 02:30:49.232821881,Tênis F,Roupas,250.0,3,0.04,720.0,Belo Horizonte,Cartão de Crédito,335,False
9484,2023-03-23 08:20:29.619746497,Curso Online H,Educação,500.0,3,0.05,1425.0,Curitiba,Cartão de Crédito,336,False
1337,2023-03-23 14:10:10.006671114,Calça E,Roupas,120.0,2,0.06,225.6,Salvador,Boleto,337,False
1338,2023-03-23 19:59:50.393595730,Fone C,Eletrônicos,1626.54,1,0.11,1447.62,Salvador,Cartão de Débito,338,False
1339,2023-03-24 01:49:30.780520347,Camisa D,Roupas,80.0,5,0.03,388.0,Salvador,Pix,339,False
1340,2023-03-24 07:39:11.167444963,Camisa D,Roupas,80.0,1,0.03,77.6,Curitiba,Pix,340,False
1341,2023-03-24 13:28:51.554369579,Fone C,Eletrônicos,1626.54,4,0.03,6310.98,Belo Horizonte,Boleto,341,False
1342,2023-03-24 19:18:31.941294196,Camisa D,Roupas,80.0,-1,0.08,147.2,São Paulo,Cartão de Crédito,342,True
1343,2023-03-25 01:08:12.328218812,Fone C,Eletrônicos,1626.54,3,0.06,4586.84,Belo Horizonte,Cartão de Crédito,343,False
9484,2023-03-25 06:57:52.715143429,Notebook B,Eletrônicos,3500.0,3,0.06,9870.0,São Paulo,Pix,344,False
1345,2023-03-25 12:47:33.102068045,Fone C,Eletrônicos,1626.54,6,0.14,8392.95,Curitiba,Cartão de Débito,345,False
1346,2023-03-25 18:37:13.488992662,Livro G,Livros,60.0,2,0.03,116.4,Rio De Janeiro,Cartão de Débito,346,False
1347,2023-03-26 00:26:53.875917278,Fone C,Eletrônicos,1626.54,2,0.07,3025.36,Belo Horizonte,Cartão de Crédito,347,False
1348,2023-03-26 06:16:34.262841894,Camisa D,Roupas,80.0,6,0.09,436.8,São Paulo,Cartão de Crédito,348,False
1349,2023-03-26 12:06:14.649766511,Curso Online H,Educação,500.0,2,0.08,920.0,Rio De Janeiro,Cartão de Débito,349,False
1350,2023-03-26 17:55:55.036691127,Livro G,Livros,60.0,2,0.02,117.6,São Paulo,Cartão de Crédito,350,False
1351,2023-03-26 23:45:35.423615744,Camisa D,Roupas,80.0,4,0.1,288.0,São Paulo,Cartão de Crédito,351,False
1352,2023-03-27 05:35:15.810540360,Smartphone A,Eletrônicos,1200.0,1,0.08,1104.0,Rio De Janeiro,Cartão de Crédito,352,False
1353,2023-03-27 11:24:56.197464976,Smartphone A,Eletrônicos,1200.0,2,0.03,2328.0,São Paulo,Cartão de Crédito,353,False
1354,2023-03-27 17:14:36.584389593,Curso Online H,Educação,500.0,1,0.1,450.0,Rio De Janeiro,Pix,354,False
1355,2023-03-27 23:04:16.971314209,Curso Online H,Educação,500.0,1,0.02,490.0,Rio De Janeiro,Pix,355,False
1356,2023-03-28 04:53:57.358238826,Livro G,Livros,60.0,4,0.01,237.6,Curitiba,Cartão de Crédito,356,False
1357,2023-03-28 10:43:37.745163442,Notebook B,Eletrônicos,3500.0,4,0.06,13160.0,Rio De Janeiro,Cartão de Crédito,357,False
1358,2023-03-28 16:33:18.132088058,Curso Online H,Educação,500.0,2,0.04,960.0,Rio De Janeiro,Cartão de Débito,358,False
1359,2023-03-28 22:22:58.519012675,Smartphone A,Eletrônicos,1200.0,3,0.05,3420.0,Salvador,Cartão de Crédito,359,False
1360,2023-03-29 04:12:38.905937291,Fone C,Eletrônicos,1626.54,1,0.1,1463.89,Rio De Janeiro,Pix,360,False
1361,2023-03-29 10:02:19.292861908,Camisa D,Roupas,80.0,1,0.08,73.6,Rio De Janeiro,Pix,361,False
1362,2023-03-29 15:51:59.679786524,Smartphone A,Eletrônicos,1200.0,5,0.06,5640.0,Rio De Janeiro,Pix,362,False
1363,2023-03-29 21:41:40.066711140,Smartphone A,Eletrônicos,1200.0,2,0.01,2376.0,Curitiba,Cartão de Débito,363,False
1364,2023-03-30 03:31:20.453635757,Notebook B,Eletrônicos,3500.0,5,0.1,15750.0,São Paulo,Cartão de Crédito,364,False
1365,2023-03-30 09:21:00.840560373,Livro G,Livros,60.0,5,0.07,279.0,Rio De Janeiro,Cartão de Débito,365,False
1366,2023-03-30 15:10:41.227484990,Livro G,Livros,60.0,5,0.07,279.0,Curitiba,Cartão de Crédito,366,False
1367,2023-03-30 21:00:21.614409606,Tênis F,Roupas,250.0,3,0.0,750.0,São Paulo,Cartão de Crédito,367,False
1368,2023-03-31 02:50:02.001334223,Notebook B,Eletrônicos,3500.0,3,0.14,9030.0,Curitiba,Cartão de Crédito,368,False
1369,2023-03-31 08:39:42.388258839,Fone C,Eletrônicos,1626.54,4,0.05,6180.85,Rio De Janeiro,Cartão de Crédito,369,False
1370,2023-03-31 14:29:22.775183455,Livro G,Livros,60.0,3,0.01,178.2,Rio De Janeiro,Cartão de Crédito,370,False
1371,2023-03-31 20:19:03.162108072,Camisa D,Roupas,80.0,6,0.14,412.8,Curitiba,Cartão de Crédito,371,False
1372,2023-04-01 02:08:43.549032688,Curso Online H,Educação,500.0,6,0.03,2910.0,São Paulo,Cartão de Débito,372,False
1373,2023-04-01 07:58:23.935957305,Notebook B,Eletrônicos,3500.0,2,0.12,6160.0,Curitiba,Boleto,373,False
1374,2023-04-01 13:48:04.322881921,Curso Online H,Educação,500.0,3,0.08,1380.0,Salvador,Cartão de Crédito,374,False
1375,2023-04-01 19:37:44.709806537,Smartphone A,Eletrônicos,1200.0,2,0.06,2256.0,Rio De Janeiro,Cartão de Débito,375,False
1376,2023-04-02 01:27:25.096731154,Camisa D,Roupas,80.0,3,0.04,230.4,Salvador,Cartão de Crédito,376,False
1377,2023-04-02 07:17:05.483655770,Camisa D,Roupas,80.0,5,0.1,360.0,São Paulo,Boleto,377,False
1378,2023-04-02 13:06:45.870580387,Smartphone A,Eletrônicos,1200.0,3,0.04,3456.0,Curitiba,Cartão de Crédito,378,False
1379,2023-04-02 18:56:26.257505003,Notebook B,Eletrônicos,3500.0,5,0.02,17150.0,São Paulo,Pix,379,False
1380,2023-04-03 00:46:06.644429619,Smartphone A,Eletrônicos,1200.0,2,0.04,2304.0,São Paulo,Cartão de Crédito,380,False
1381,2023-04-03 06:35:47.031354236,Curso Online H,Educação,500.0,4,0.08,1840.0,São Paulo,Pix,381,False
1382,2023-04-03 12:25:27.418278852,Tênis F,Roupas,250.0,3,0.06,705.0,São Paulo,Cartão de Crédito,382,False
1383,2023-04-03 18:15:07.805203469,Camisa D,Roupas,80.0,4,0.05,304.0,São Paulo,Cartão de Crédito,383,False
1384,2023-04-04 00:04:48.192128085,Calça E,Roupas,120.0,4,0.05,456.0,Salvador,Cartão de Crédito,384,False
1385,2023-04-04 05:54:28.579052702,Calça E,Roupas,120.0,2,0.12,211.2,Curitiba,Cartão de Crédito,385,False
1386,2023-04-04 11:44:08.965977318,Curso Online H,Educação,500.0,4,0.03,1940.0,São Paulo,Pix,386,False
1387,2023-04-04 17:33:49.352901934,Fone C,Eletrônicos,1626.54,2,0.08,2992.83,São Paulo,Cartão de Débito,387,False
1388,2023-04-04 23:23:29.739826551,Livro G,Livros,60.0,4,0.13,208.8,Curitiba,Cartão de Crédito,388,False
1389,2023-04-05 05:13:10.126751167,Smartphone A,Eletrônicos,1200.0,5,0.09,5460.0,Rio De Janeiro,Boleto,389,False
1390,2023-04-05 11:02:50.513675784,Smartphone A,Eletrônicos,1200.0,3,0.03,3492.0,São Paulo,Cartão de Débito,390,False
1391,2023-04-05 16:52:30.900600400,Fone C,Eletrônicos,1626.54,4,0.07,6050.73,Rio De Janeiro,Boleto,391,False
1392,2023-04-05 22:42:11.287525016,Fone C,Eletrônicos,1626.54,4,0.12,5725.42,Rio De Janeiro,Cartão de Crédito,392,False
1393,2023-04-06 04:31:51.674449633,Curso Online H,Educação,500.0,4,0.04,1920.0,São Paulo,Boleto,393,False
1394,2023-04-06 10:21:32.061374249,Curso Online H,Educação,500.0,4,0.06,1880.0,Belo Horizonte,Cartão de Crédito,394,False
1395,2023-04-06 16:11:12.448298866,Fone C,Eletrônicos,1626.54,2,0.07,3025.36,Belo Horizonte,Cartão de Débito,395,False
1396,2023-04-06 22:00:52.835223482,Camisa D,Roupas,80.0,1,0.05,76.0,São Paulo,Cartão de Crédito,396,False
9484,2023-04-07 03:50:33.222148098,Curso Online H,Educação,500.0,5,0.03,2425.0,Salvador,Cartão de Débito,397,False
1398,2023-04-07 09:40:13.609072715,Tênis F,Roupas,250.0,2,0.01,495.0,Rio De Janeiro,Cartão de Débito,398,False
1399,2023-04-07 15:29:53.995997331,Curso Online H,Educação,500.0,3,0.05,1425.0,São Paulo,Cartão de Crédito,399,False
1400,2023-04-07 21:19:34.382921948,Smartphone A,Eletrônicos,1200.0,2,0.09,2184.0,São Paulo,Boleto,400,False
1401,2023-04-08 03:09:14.769846564,Curso Online H,Educação,500.0,6,0.01,2970.0,São Paulo,Boleto,401,False
1402,2023-04-08 08:58:55.156771180,Camisa D,Roupas,80.0,2,0.08,147.2,Rio De Janeiro,Boleto,402,False
1403,2023-04-08 14:48:35.543695797,Fone C,Eletrônicos,1626.54,3,0.04,4684.44,São Paulo,Boleto,403,False
1404,2023-04-08 20:38:15.930620413,Smartphone A,Eletrônicos,1200.0,3,0.07,3348.0,Rio De Janeiro,Pix,404,False
